Appendix S1. Occurrence data for the 73 sarcophagid species used in this study . Empty cells are missing data (i.e. were absent in specimens labels or method description).,,,,,,,,,,,,,,,,,,,,,,
Country,State_or_Province,Municipality,Locality,Latitude,Longitude,Species_name,,Method (Collecting information),Determiner,Collector,Data,Reference,Remarks,Original genus,Original species,Modified,Source of data,Qualifier ,Uncertanty (m),Coordinate validity,Equal longitude and latitude ,Plain zeros 
Brasil,RJ,Itaguaí,Hospital Veterinário da UFRRJ,-22.84412,-43.8174,Ravinia belforti,, , , ,1981-1982,"D’ALMEIDA, J. M. Sinantropia de Sarcophagidae (Diptera) na região metropolitana do Estado do Rio de Janeiro. Arq. Univ. Fed. Rural Rio de Janeiro, v. 7, p. 101-110, 1984.", ,Ravinia,belforti,no,LITERATURE,Poor,9.35,TRUE,TRUE,TRUE
Brasil,RJ,Itaguaí,Hospital Veterinário da UFRRJ,-22.84412,-43.8174,Oxysarcodexia diana,, , , ,1981-1982,"D’ALMEIDA, J. M. Sinantropia de Sarcophagidae (Diptera) na região metropolitana do Estado do Rio de Janeiro. Arq. Univ. Fed. Rural Rio de Janeiro, v. 7, p. 101-110, 1984.", ,Oxysarcodexia,diana,no,LITERATURE,Poor,9.35,TRUE,TRUE,TRUE
Brasil,RJ,Itaguaí,Hospital Veterinário da UFRRJ,-22.84412,-43.8174,Oxysarcodexia fluminensis,, , , ,1981-1982,"D’ALMEIDA, J. M. Sinantropia de Sarcophagidae (Diptera) na região metropolitana do Estado do Rio de Janeiro. Arq. Univ. Fed. Rural Rio de Janeiro, v. 7, p. 101-110, 1984.", ,Oxysarcodexia,fluminensis,no,LITERATURE,Poor,9.35,TRUE,TRUE,TRUE
Brasil,RJ,Itaguaí,Hospital Veterinário da UFRRJ,-22.84412,-43.8174,Oxysarcodexia thornax,, , , ,1981-1982,"D’ALMEIDA, J. M. Sinantropia de Sarcophagidae (Diptera) na região metropolitana do Estado do Rio de Janeiro. Arq. Univ. Fed. Rural Rio de Janeiro, v. 7, p. 101-110, 1984.", ,Oxysarcodexia,thornax,no,LITERATURE,Poor,9.35,TRUE,TRUE,TRUE
Brasil,RJ,Itaguaí,Hospital Veterinário da UFRRJ,-22.84412,-43.8174,Peckia (Sarcodexia) lambens,, , , ,1981-1982,"D’ALMEIDA, J. M. Sinantropia de Sarcophagidae (Diptera) na região metropolitana do Estado do Rio de Janeiro. Arq. Univ. Fed. Rural Rio de Janeiro, v. 7, p. 101-110, 1984.", ,Peckia,lambens,no,LITERATURE,Poor,9.35,TRUE,TRUE,TRUE
Brasil,RJ,Itaguaí,Hospital Veterinário da UFRRJ,-22.84412,-43.8174,Peckia (Peckia) chrysostoma,, , , ,1981-1982,"D’ALMEIDA, J. M. Sinantropia de Sarcophagidae (Diptera) na região metropolitana do Estado do Rio de Janeiro. Arq. Univ. Fed. Rural Rio de Janeiro, v. 7, p. 101-110, 1984.", ,Peckia,chrysostoma,no,LITERATURE,Poor,9.35,TRUE,TRUE,TRUE
Brasil,RJ,Itaguaí,Hospital Veterinário da UFRRJ,-22.84412,-43.8174,Peckia (Euboettcheria) collusor,, , , ,1981-1982,"D’ALMEIDA, J. M. Sinantropia de Sarcophagidae (Diptera) na região metropolitana do Estado do Rio de Janeiro. Arq. Univ. Fed. Rural Rio de Janeiro, v. 7, p. 101-110, 1984.", ,Peckia,collusor,no,LITERATURE,Poor,9.35,TRUE,TRUE,TRUE
Brasil,RJ,Itaguaí,Hospital Veterinário da UFRRJ,-22.84412,-43.8174,Peckia (Sarcodexia) florencioi,, , , ,1981-1982,"D’ALMEIDA, J. M. Sinantropia de Sarcophagidae (Diptera) na região metropolitana do Estado do Rio de Janeiro. Arq. Univ. Fed. Rural Rio de Janeiro, v. 7, p. 101-110, 1984.", ,Peckia,florencioi,no,LITERATURE,Poor,9.35,TRUE,TRUE,TRUE
Brasil,RJ,Itaguaí,Hospital Veterinário da UFRRJ,-22.84412,-43.8174,Peckia (Pattonella) intermutans,, , , ,1981-1982,"D’ALMEIDA, J. M. Sinantropia de Sarcophagidae (Diptera) na região metropolitana do Estado do Rio de Janeiro. Arq. Univ. Fed. Rural Rio de Janeiro, v. 7, p. 101-110, 1984.", ,Peckia,intermutans,no,LITERATURE,Poor,9.35,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,"Parque Nacional da Tijuca, Represa dos Ciganos",-22.92322,-43.45093,Peckia (Sarcodexia) lambens,, , , ,1981-1982,"D’ALMEIDA, J. M. Sinantropia de Sarcophagidae (Diptera) na região metropolitana do Estado do Rio de Janeiro. Arq. Univ. Fed. Rural Rio de Janeiro, v. 7, p. 101-110, 1984.", ,Peckia,lambens,no,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,"Parque Nacional da Tijuca, Represa dos Ciganos",-22.92322,-43.45093,Engelimyia inops,, , , ,1981-1982,"D’ALMEIDA, J. M. Sinantropia de Sarcophagidae (Diptera) na região metropolitana do Estado do Rio de Janeiro. Arq. Univ. Fed. Rural Rio de Janeiro, v. 7, p. 101-110, 1984.", ,Engelimyia,inops,no,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,"Parque Nacional da Tijuca, Represa dos Ciganos",-22.92322,-43.45093,Peckia (Pattonella) intermutans,, , , ,1981-1982,"D’ALMEIDA, J. M. Sinantropia de Sarcophagidae (Diptera) na região metropolitana do Estado do Rio de Janeiro. Arq. Univ. Fed. Rural Rio de Janeiro, v. 7, p. 101-110, 1984.", ,Peckia,intermutans,no,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,SP,Itaquaquecetuba, ,-23.46146,-46.33388,Dexosarcophaga (Dexosarcophaga) transita,, , , ,18.vi,"DODGE, H. Rodney. Some new or little-known Neotropical Sarcophagidae (Diptera), with a review of the genus Oxysarcodexia. Annals of the Entomological Society of America, v. 59, n. 4, p. 674-701, 1966.", ,Dexosarcophaga,quecetuba,yes,LITERATURE,Poor,5.13,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro, ,-22.92322,-43.45093,Oxysarcodexia culmiforceps,, , , , ,"DODGE, H. Rodney. Some new or little-known Neotropical Sarcophagidae (Diptera), with a review of the genus Oxysarcodexia. Annals of the Entomological Society of America, v. 59, n. 4, p. 674-701, 1966.", ,Oxysarcodexia,culmiforceps,no,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,AM, ,"Rio Negro, Carvoeiro",-1.4167,-61.5833,Oxysarcodexia fringidea,, , , ,27.viii.1934,"DODGE, H. Rodney. Some new or little-known Neotropical Sarcophagidae (Diptera), with a review of the genus Oxysarcodexia. Annals of the Entomological Society of America, v. 59, n. 4, p. 674-701, 1966.", ,Oxysarcodexia,lopesi,yes,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Peckiamyia expuncta,, , , ,xii.1932,"LOPES, H. de S. Algumas espécies de Sarcophaga do Brasil. Revista de Entomologia, v. 5, n. 1, p. 38-46, 1935.", ,Sarcophaga,expuncta,yes,LITERATURE,Poor,16.21,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Corcovado,-22.95,-43.22,Peckia (Euboettcheria) subducta,, , , ,v.1933,"LOPES, H. de S. Algumas espécies de Sarcophaga do Brasil. Revista de Entomologia, v. 5, n. 1, p. 38-46, 1935.", ,Sarcophaga,subducta,yes,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Titanogrypa (Cucullomyia) luculenta,, , , ,v.1931,"LOPES, H. de S. Algumas espécies de Sarcophaga do Brasil. Revista de Entomologia, v. 5, n. 1, p. 38-46, 1935.", ,Sarcophaga,despecta,yes,LITERATURE,Poor,16.21,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Peckia (Peckia) uncinata,, , , ,i.1933,"LOPES, H. de S. Algumas espécies de Sarcophaga do Brasil. Revista de Entomologia, v. 5, n. 1, p. 38-46, 1935.", ,Sarcophaga,uncinata,yes,LITERATURE,Poor,16.21,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro, ,-22.92322,-43.45093,Peckia (Euboettcheria) anguilla,, , , , ,"LOPES, H. de S. Algumas espécies de Sarcophaga do Brasil. Revista de Entomologia, v. 5, n. 1, p. 38-46, 1935.", ,Sarcophaga,anguilla,yes,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Peckia (Peckia) pexata,, , , ,i.1933,"LOPES, H. de S. Algumas espécies de Sarcophaga do Brasil. Revista de Entomologia, v. 5, n. 1, p. 38-46, 1935.", ,Sarcophaga,pexata,yes,LITERATURE,Poor,16.21,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro, ,-22.92322,-43.45093,Argoravinia rufiventris,, , , , ,"LOPES, H. S. Notas sobre Sarcophagidae com descrição de três espécies novas do Brasil (Diptera). Revista de Entomologia, v. 5, n. 3, p. 315-322, 1935.", ,Argoravinia,modesta,yes,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Argoravinia rufiventris,, , , , ,"LOPES, H. S. Notas sobre Sarcophagidae com descrição de três espécies novas do Brasil (Diptera). Revista de Entomologia, v. 5, n. 3, p. 315-322, 1935.", ,Argoravinia,modesta,yes,LITERATURE,Poor,16.21,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Guaratiba,-22.9924,-43.595,Argoravinia aurea,, , , , ,"LOPES, H. S. Notas sobre Sarcophagidae com descrição de três espécies novas do Brasil (Diptera). Revista de Entomologia, v. 5, n. 3, p. 315-322, 1935.", ,Argoravinia,spinosa,yes,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Argoravinia aurea,, , , ,vii.1935,"LOPES, H. S. Notas sobre Sarcophagidae com descrição de três espécies novas do Brasil (Diptera). Revista de Entomologia, v. 5, n. 3, p. 315-322, 1935.", ,Argoravinia,spinosa,yes,LITERATURE,Poor,16.21,TRUE,TRUE,TRUE
Brasil,SP,São Paulo, ,-23.65008,-46.64811,Peckia (Pattonella) resona,, , , ,25.vi.1934,"LOPES, H. S. Notas sobre Sarcophagidae com descrição de três espécies novas do Brasil (Diptera). Revista de Entomologia, v. 5, n. 3, p. 315-322, 1935.", ,Sarcophaga,resona,yes,LITERATURE,Poor,22,TRUE,TRUE,TRUE
Brasil,PB,Santa Luzia,Fazenda Fechado,-6.91802,-36.90652,Titanogrypa (Cucullomyia) larvicida,, , , ,v.1935,"LOPES, H. S. Sôbre duas espécies do Sarcophaga cujas larvas são predadoras (Dipt. Sarcophagidae). Rev Entomol, v. 5, p. 470-479, 1935.", ,Sarcophaga,larvicida,yes,LITERATURE,Poor,12.04,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Jardim Botânico,-22.92322,-43.45093,Sarcofahrtiopsis cuneata,, , , ,vii.1935,"LOPES, H. S. Sarcophagideos neotropicos novos ou pouco conhecidos (Dipt.). Archivos do Instituto de Biologia Vegetal, v. 3, n. 1, p. 71-90, 1936.", ,Sarcofahrtiopsis,cuenata,yes,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Lepidodexia (Orodexia) opima,, , , ,xi.1934,"LOPES, H. S. Sobre alguns paratypos de Sarcophagidae. Revista do Museu Paulista, v. 21, p. 839-862, 1936.", ,Lepidodexia,opima,no,LITERATURE,Poor,16.21,TRUE,TRUE,TRUE
Brasil,RJ,Miguel Pereira, ,-22.50696,-43.46959,Lepidodexia (Orodexia) opima,, , , ,v.1933,"LOPES, H. S. Sobre alguns paratypos de Sarcophagidae. Revista do Museu Paulista, v. 21, p. 839-862, 1936.", ,Lepidodexia,opima,no,LITERATURE,Poor,9.59,TRUE,TRUE,TRUE
Brasil,RJ,Petrópolis, ,-22.39855,-43.15731,Lepidodexia (Orodexia) opima,, , , , ,"LOPES, H. S. Sobre alguns paratypos de Sarcophagidae. Revista do Museu Paulista, v. 21, p. 839-862, 1936.", ,Lepidodexia,opima,no,LITERATURE,Poor,15.92,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro, ,-22.92322,-43.45093,Lipoptilocnema crispina,, , , ,vii.1935,"LOPES, H. S. Sobre quatro novas espécies de Sarcophagideos do Brasil. Livro Jubilar Prof. Travassos, v. 3, p. 279-285, 1938.", ,Sarcophaga,crispina,yes,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis,Jussaral,-23.0067,-44.3181,Lipoptilocnema crispina,, , , ,xii.1931,"LOPES, H. S. Sobre quatro novas espécies de Sarcophagideos do Brasil. Livro Jubilar Prof. Travassos, v. 3, p. 279-285, 1938.", ,Sarcophaga,crispina,yes,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Represa Camorim,-22.9028,-43.2075,Lipoptilocnema crispina,, , , ,i.1933,"LOPES, H. S. Sobre quatro novas espécies de Sarcophagideos do Brasil. Livro Jubilar Prof. Travassos, v. 3, p. 279-285, 1938.", ,Sarcophaga,crispina,yes,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Tijuca,-22.9326,-43.241,Lipoptilocnema crispina,, , , ,i.1933,"LOPES, H. S. Sobre quatro novas espécies de Sarcophagideos do Brasil. Livro Jubilar Prof. Travassos, v. 3, p. 279-285, 1938.", ,Sarcophaga,crispina,yes,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Botafogo,-22.9512,-43.2031,Lipoptilocnema crispina,, , , ,ii.1931,"LOPES, H. S. Sobre quatro novas espécies de Sarcophagideos do Brasil. Livro Jubilar Prof. Travassos, v. 3, p. 279-285, 1938.", ,Sarcophaga,crispina,yes,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis,Japuhyba,-22.9747,-44.2992,Lipoptilocnema crispina,, , , , ,"LOPES, H. S. Sobre quatro novas espécies de Sarcophagideos do Brasil. Livro Jubilar Prof. Travassos, v. 3, p. 279-285, 1938.", ,Sarcophaga,crispina,yes,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,SP,São Paulo, ,-23.65008,-46.64811,Lipoptilocnema crispina,, , , , ,"LOPES, H. S. Sobre quatro novas espécies de Sarcophagideos do Brasil. Livro Jubilar Prof. Travassos, v. 3, p. 279-285, 1938.", ,Sarcophaga,crispina,yes,LITERATURE,Poor,22,TRUE,TRUE,TRUE
Brasil,SP,São José dos Campos, ,-23.09057,-45.92854,Lipoptilocnema crispina,, , , ,x.1933,"LOPES, H. S. Sobre quatro novas espécies de Sarcophagideos do Brasil. Livro Jubilar Prof. Travassos, v. 3, p. 279-285, 1938.", ,Sarcophaga,crispina,yes,LITERATURE,Poor,18.71,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Meiér,-22.92322,-43.45093,Udamopyga percita,, , , ,13.viii.1931,"LOPES, H. Notas sobre Sarcophagidae neotropicos: um novo genero e algumas novas especies. Memórias do Instituto Oswaldo Cruz, v. 33, n. 2, p. 333-348, 1938.", ,Sarcophaga,percita,yes,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Manguinhos,-22.92322,-43.45093,Villegasia almeidai,, , , ,10.i.1938,"LOPES, H. Notas sobre Sarcophagidae neotropicos: um novo genero e algumas novas especies. Memórias do Instituto Oswaldo Cruz, v. 33, n. 2, p. 333-348, 1938.", ,Sarcophaga,almeidai,yes,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Gávea,-22.92322,-43.45093,Helicobia rapax,, , , ,v-vii.1935,"LOPES, H. S. Contribuição ao conhecimento do gênero Helicobia Coquillett (Dipt. Sarcophagidae). Revista de Entomologia, v. 10, n. 3, p. 497-517, 1939.", ,Helicobia,rapax,no,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Represa Camorim,-22.9028,-43.2075,Helicobia rapax,, , , ,i.1933,"LOPES, H. S. Contribuição ao conhecimento do gênero Helicobia Coquillett (Dipt. Sarcophagidae). Revista de Entomologia, v. 10, n. 3, p. 497-517, 1939.", ,Helicobia,rapax,no,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,SP,São Paulo, ,-23.65008,-46.64811,Helicobia aurescens,, , , ,16.xii.1935,"LOPES, H. S. Contribuição ao conhecimento do gênero Helicobia Coquillett (Dipt. Sarcophagidae). Revista de Entomologia, v. 10, n. 3, p. 497-517, 1939.", ,Helicobia,aurescens,no,LITERATURE,Poor,22,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Grajaú,-22.92322,-43.45093,Helicobia aurescens,, , , ,14.xi.1937,"LOPES, H. S. Contribuição ao conhecimento do gênero Helicobia Coquillett (Dipt. Sarcophagidae). Revista de Entomologia, v. 10, n. 3, p. 497-517, 1939.", ,Helicobia,aurescens,no,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,SP,São José dos Campos, ,-23.09057,-45.92854,Helicobia aurescens,, , , ,vii.1933,"LOPES, H. S. Contribuição ao conhecimento do gênero Helicobia Coquillett (Dipt. Sarcophagidae). Revista de Entomologia, v. 10, n. 3, p. 497-517, 1939.", ,Helicobia,aurescens,no,LITERATURE,Poor,18.71,TRUE,TRUE,TRUE
Brasil,RJ,Nova Friburgo, ,-22.31981,-42.5015,Helicobia aurescens,, , , ,24.iv.1937,"LOPES, H. S. Contribuição ao conhecimento do gênero Helicobia Coquillett (Dipt. Sarcophagidae). Revista de Entomologia, v. 10, n. 3, p. 497-517, 1939.", ,Helicobia,aurescens,no,LITERATURE,Poor,17.24,TRUE,TRUE,TRUE
Brasil,GO,Goiânia,Campinas,-16.6699,-49.2876,Helicobia aurescens,, , , ,i.1936,"LOPES, H. S. Contribuição ao conhecimento do gênero Helicobia Coquillett (Dipt. Sarcophagidae). Revista de Entomologia, v. 10, n. 3, p. 497-517, 1939.", ,Helicobia,aurescens,no,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Gavea,-22.92322,-43.45093,Helicobia morionella,, , , ,x.1935,"LOPES, H. S. Contribuição ao conhecimento do gênero Helicobia Coquillett (Dipt. Sarcophagidae). Revista de Entomologia, v. 10, n. 3, p. 497-517, 1939.", ,Helicobia,morionella,no,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,GO,Goiânia,Campinas,-16.6699,-49.2876,Helicobia morionella,, , , ,i.1936,"LOPES, H. S. Contribuição ao conhecimento do gênero Helicobia Coquillett (Dipt. Sarcophagidae). Revista de Entomologia, v. 10, n. 3, p. 497-517, 1939.", ,Helicobia,morionella,no,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Gavea,-22.92322,-43.45093,Helicobia pilifera,, , , ,19.x.1935,"LOPES, H. S. Contribuição ao conhecimento do gênero Helicobia Coquillett (Dipt. Sarcophagidae). Revista de Entomologia, v. 10, n. 3, p. 497-517, 1939.", ,Helicobia,pilifera,no,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,GO,Goiânia,Campinas,-16.6699,-49.2876,Helicobia pilifera,, , , ,xii.1935,"LOPES, H. S. Contribuição ao conhecimento do gênero Helicobia Coquillett (Dipt. Sarcophagidae). Revista de Entomologia, v. 10, n. 3, p. 497-517, 1939.", ,Helicobia,pilifera,no,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,SP,São José dos Campos, ,-23.09057,-45.92854,Udamopyga percita,, , , ,ii.1940,"LOPES, HS de. Contribuição ao conhecimento do gênero Udamopyga Hall e de outros Sarcophagideos que vivem em moluscos no Brasil (Diptera). Revista de entomologia, v. 11, n. 3, p. 924-954, 1940.", ,Udamopyga,percita,no,LITERATURE,Poor,18.71,TRUE,TRUE,TRUE
Brasil,MG,Uberaba, ,-19.58093,-47.97716,Microcerella halli,, , , ,1933,"LOPES, Hugo Souza. Sôbre alguns sarcofagídeos neotrópicos da coleção do Museu Britâmocp (Diptera). Impreso Oficial do Estado, 1941.", ,Microcerella,halli,no,LITERATURE,Poor,37.95,TRUE,TRUE,TRUE
Brasil,PA,Santarém,R. Tapajóz,-2.67934,-55.23846,Peckia (Squamatodes) trivittata,, , , , ,"LOPES, Hugo Souza. Sôbre alguns sarcofagídeos neotrópicos da coleção do Museu Britâmocp (Diptera). Impreso Oficial do Estado, 1941.", ,Peckia,trivittatus,yes,LITERATURE,Poor,75.48,TRUE,TRUE,TRUE
Brasil,PA,Belém,Utinga,-1.45,-48.6333,Peckia (Pattonella) smarti,, , , ,4.ix.1938,"LOPES, Hugo Souza. Sôbre alguns sarcofagídeos neotrópicos da coleção do Museu Britâmocp (Diptera). Impreso Oficial do Estado, 1941.", ,Peckia,smarti,no,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Represa Camorim,-22.9028,-43.2075,Peckia (Peckia) pexata,, , , ,1933,"LOPES, Hugo Souza. Sôbre alguns sarcofagídeos neotrópicos da coleção do Museu Britâmocp (Diptera). Impreso Oficial do Estado, 1941.", ,Peckia,pexata,no,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Manguinhos,-22.92322,-43.45093,Peckia (Peckia) pexata,, , , ,11.xi.1913,"LOPES, Hugo Souza. Sôbre alguns sarcofagídeos neotrópicos da coleção do Museu Britâmocp (Diptera). Impreso Oficial do Estado, 1941.", ,Peckia,pexata,no,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,PA,Belém,Mosqueiro,-1.1667,-48.4667,Ravinia belforti,, , , ,6.iii.1896,"LOPES, Hugo Souza. Sôbre alguns sarcofagídeos neotrópicos da coleção do Museu Britâmocp (Diptera). Impreso Oficial do Estado, 1941.", ,Ravinia,belforti,no,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Corcovado,-22.95,-43.22,Lepidodexia (Notochaeta) cognata,, , , ,iii.1932,"LOPES, H. S. Notochaeta aldrichi” n. sp., parasita de Oligochaeta no Brasil (Diptera Sarcophagidae). Revista Brasileira de Biologia, v. 2, n. 3, p. 361-364, 1942.", ,Lepidodexia,aldrichi,yes,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Itatiaia, ,-22.44178,-44.58832,Lepidodexia (Notochaeta) cognata,, , , ,xii.1932,"LOPES, H. S. Notochaeta aldrichi” n. sp., parasita de Oligochaeta no Brasil (Diptera Sarcophagidae). Revista Brasileira de Biologia, v. 2, n. 3, p. 361-364, 1942.", ,Lepidodexia,aldrichi,yes,LITERATURE,Poor,8.83,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis,Japuhyba,-22.9747,-44.2992,Lepidodexia (Notochaeta) cognata,, , , ,xii.1932,"LOPES, H. S. Notochaeta aldrichi” n. sp., parasita de Oligochaeta no Brasil (Diptera Sarcophagidae). Revista Brasileira de Biologia, v. 2, n. 3, p. 361-364, 1942.", ,Lepidodexia,aldrichi,yes,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Teresópolis, ,-22.314,-42.87382,Lepidodexia (Notochaeta) cognata,, , , ,i.1940,"LOPES, H. S. Notochaeta aldrichi” n. sp., parasita de Oligochaeta no Brasil (Diptera Sarcophagidae). Revista Brasileira de Biologia, v. 2, n. 3, p. 361-364, 1942.", ,Lepidodexia,aldrichi,yes,LITERATURE,Poor,15.66,TRUE,TRUE,TRUE
Brasil,SP,São Paulo, ,-23.65008,-46.64811,Lepidodexia (Notochaeta) cognata,, , , ,i.1936,"LOPES, H. S. Notochaeta aldrichi” n. sp., parasita de Oligochaeta no Brasil (Diptera Sarcophagidae). Revista Brasileira de Biologia, v. 2, n. 3, p. 361-364, 1942.", ,Lepidodexia,aldrichi,yes,LITERATURE,Poor,22,TRUE,TRUE,TRUE
Brasil,MG,Camanducaia, ,-22.78687,-46.07478,Lepidodexia (Notochaeta) cognata,, , , ,ii.1941,"LOPES, H. S. Notochaeta aldrichi” n. sp., parasita de Oligochaeta no Brasil (Diptera Sarcophagidae). Revista Brasileira de Biologia, v. 2, n. 3, p. 361-364, 1942.", ,Lepidodexia,aldrichi,yes,LITERATURE,Poor,12.97,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Grajaú,-22.92322,-43.45093,Dexosarcophaga (Farrimyia) globulosa,, , , ,20.viii.1939,"LOPES, H. S. Novos sarcophagídeos neotropicais representados na coleção do “Imperial Institute of Entomology”(Diptera, Sarcophagidae). Revista Brasileira de Biologia, v. 6, p. 117-131, 1946.", ,Dexosarcophaga,globulosa,no,LITERATURE,Poor,19.55,TRUE,TRUE,TRUE
Brasil,AM,Manaus, ,-2.62592,-60.25963,Oxysarcodexia intona,, , , ,vii.1941,"LOPES, H. de S. Contribuição ao conhecimento das espécies do gênero Oxysarcodexia Townsend, 1917 (Diptera, Sarcophagidae). Boletim da Escola Nacional de Veterinária, v. 1, p. 62-134, 1946.", ,Oxysarcodexia,intona,no,LITERATURE,Poor,60.24,TRUE,TRUE,TRUE
 , , ,Gorgona,2.59,-78.2,Oxysarcodexia amorosa,, , , ,vii.1924,"LOPES, H. de S. Contribuição ao conhecimento das espécies do gênero Oxysarcodexia Townsend, 1917 (Diptera, Sarcophagidae). Boletim da Escola Nacional de Veterinária, v. 1, p. 62-134, 1946.", ,Oxysarcodexia,amorosa,no,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,MS, ,Salobra,-20.1719,-56.5072,Oxysarcodexia amorosa,, , , ,i.1941,"LOPES, H. de S. Contribuição ao conhecimento das espécies do gênero Oxysarcodexia Townsend, 1917 (Diptera, Sarcophagidae). Boletim da Escola Nacional de Veterinária, v. 1, p. 62-134, 1946.", ,Oxysarcodexia,amorosa,no,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Represa Camorim,-22.9028,-43.2075,Oxysarcodexia amorosa,, , , ,i.1931,"LOPES, H. de S. Contribuição ao conhecimento das espécies do gênero Oxysarcodexia Townsend, 1917 (Diptera, Sarcophagidae). Boletim da Escola Nacional de Veterinária, v. 1, p. 62-134, 1946.", ,Oxysarcodexia,amorosa,no,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Botafogo,-22.9512,-43.2031,Oxysarcodexia amorosa,, , , ,xii.1938,"LOPES, H. de S. Contribuição ao conhecimento das espécies do gênero Oxysarcodexia Townsend, 1917 (Diptera, Sarcophagidae). Boletim da Escola Nacional de Veterinária, v. 1, p. 62-134, 1946.", ,Oxysarcodexia,amorosa,no,LITERATURE,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Oxysarcodexia xanthosoma,, , , ,x.1936,"LOPES, H. de S. Contribuição ao conhecimento das espécies do gênero Oxysarcodexia Townsend, 1917 (Diptera, Sarcophagidae). Boletim da Escola Nacional de Veterinária, v. 1, p. 62-134, 1946.", ,Oxysarcodexia,xanthosoma,no,LITERATURE,Poor,16.21,TRUE,TRUE,TRUE
